123.49,0.9853
123.79,0.98541
124.09,0.98552
124.39,0.98563
124.69,0.98574
124.99,0.98584
125.29,0.98595
125.59,0.98605
125.89,0.98616
126.19,0.98626
126.49,0.98636
126.79,0.98646
127.09,0.98656
127.39,0.98666
127.7,0.98676
128,0.98685
128.3,0.98695
128.6,0.98705
128.9,0.98714
129.2,0.98723
129.5,0.98732
129.8,0.98742
130.1,0.98751
130.4,0.9876
130.7,0.98768
131,0.98777
131.3,0.98786
131.6,0.98795
131.9,0.98803
132.2,0.98812
132.51,0.9882
132.81,0.98828
133.11,0.98837
133.41,0.98845
133.71,0.98853
134.01,0.98861
134.31,0.98869
134.61,0.98877
134.91,0.98884
135.21,0.98892
135.51,0.989
135.81,0.98907
136.11,0.98915
136.41,0.98922
136.71,0.9893
137.01,0.98937
137.31,0.98944
137.62,0.98952
137.92,0.98959
138.22,0.98966
138.52,0.98973
138.82,0.9898
139.12,0.98987
139.42,0.98993
139.72,0.99
140.02,0.99007
140.32,0.99013
140.62,0.9902
140.92,0.99026
141.22,0.99033
141.52,0.99039
141.82,0.99046
142.12,0.99052
142.42,0.99058
142.73,0.99064
143.03,0.99071
143.33,0.99077
143.63,0.99083
143.93,0.99089
144.23,0.99095
144.53,0.991
144.83,0.99106
145.13,0.99112
145.43,0.99118
145.73,0.99123
146.03,0.99129
146.33,0.99135
146.63,0.9914
146.93,0.99146
147.23,0.99151
147.54,0.99156
147.84,0.99162
148.14,0.99167
148.44,0.99172
148.74,0.99178
149.04,0.99183
149.34,0.99188
149.64,0.99193
149.94,0.99198
150.24,0.99203
150.54,0.99208
150.84,0.99213
151.14,0.99218
151.44,0.99223
151.74,0.99228
152.04,0.99232
152.34,0.99237
152.65,0.99242
152.95,0.99246
153.25,0.99251
153.55,0.99256
153.85,0.9926
154.15,0.99265
154.45,0.99269
154.75,0.99273
155.05,0.99278
155.35,0.99282
155.65,0.99287
155.95,0.99291
156.25,0.99295
156.55,0.99299
156.85,0.99304
157.15,0.99308
157.45,0.99312
157.76,0.99316
158.06,0.9932
158.36,0.99324
158.66,0.99328
158.96,0.99332
159.26,0.99336
159.56,0.9934
159.86,0.99344
160.16,0.99348
160.46,0.99351
160.76,0.99355
161.06,0.99359
161.36,0.99363
161.66,0.99366
161.96,0.9937
162.26,0.99374
162.57,0.99377
162.87,0.99381
163.17,0.99384
163.47,0.99388
163.77,0.99392
164.07,0.99395
164.37,0.99399
164.67,0.99402
164.97,0.99405
165.27,0.99409
