    104.25      0.39207    
    104.55      0.39306    
    104.85      0.39405    
    105.15      0.39503    
    105.45      0.39601    
    105.75      0.39699    
    106.05      0.39796    
    106.35      0.39893    
    106.65      0.39990    
    106.95      0.40086    
    107.25      0.40182    
    107.56      0.40278    
    107.86      0.40374    
    108.16      0.40469    
    108.46      0.40564    
    108.76      0.40659    
    109.06      0.40753    
    109.36      0.40847    
    109.66      0.40941    
    109.96      0.41035    
    110.26      0.41128    
    110.56      0.41221    
    110.86      0.41314    
    111.16      0.41407    
    111.46      0.41499    
    111.76      0.41591    
    112.06      0.41682    
    112.36      0.41774    
    112.67      0.41865    
    112.97      0.41956    
    113.27      0.42046    
    113.57      0.42136    
    113.87      0.42226    
    114.17      0.42316    
    114.47      0.42406    
    114.77      0.42495    
    115.07      0.42584    
    115.37      0.42672    
    115.67      0.42761    
    115.97      0.42849    
    116.27      0.42937    
    116.57      0.43025    
    116.87      0.43112    
    117.17      0.43199    
    117.47      0.43286    
    117.78      0.43373    
    118.08      0.43459    
    118.38      0.43552    
    118.68      0.43687    
    118.98      0.43821    
    119.28      0.43954    
    119.58      0.44087    
    119.88      0.44220    
    120.18      0.44352    
    120.48      0.44500    
    120.78      0.44652    
    121.08      0.44803    
    121.38      0.44954    
    121.68      0.45104    
    121.98      0.45253    
    122.28      0.45403    
    122.59      0.45551    
    122.89      0.45699    
    123.19      0.45847    
    123.49      0.45994    
    123.79      0.46141    
    124.09      0.46287    
    124.39      0.46433    
    124.69      0.46578    
    124.99      0.46723    
    125.29      0.46867    
    125.59      0.47011    
    125.89      0.47154    
    126.19      0.47297    
    126.49      0.47439    
    126.79      0.47581    
    127.09      0.47722    
    127.39      0.47863    
    127.70      0.48004    
    128.00      0.48144    
    128.30      0.48283    
    128.60      0.48422    
    128.90      0.48560    
    129.20      0.48698    
    129.50      0.48836    
    129.80      0.48973    
    130.10      0.49109    
    130.40      0.49246    
    130.70      0.49381    
    131.00      0.49516    
    131.30      0.49651    
    131.60      0.49785    
    131.90      0.49919    
    132.20      0.50052    
    132.51      0.50185    
    132.81      0.50318    
    133.11      0.50450    
    133.41      0.50581    
    133.71      0.50712    
    134.01      0.50843    
    134.31      0.50973    
    134.61      0.51103    
    134.91      0.51232    
    135.21      0.51361    
    135.51      0.51489    
    135.81      0.51617    
    136.11      0.51744    
    136.41      0.51871    
    136.71      0.51998    
    137.01      0.52114    
    137.31      0.52230    
    137.62      0.52345    
    137.92      0.52460    
    138.22      0.52574    
    138.52      0.52688    
    138.82      0.52802    
    139.12      0.52907    
    139.42      0.53006    
    139.72      0.53105    
    140.02      0.53203    
    140.32      0.53302    
    140.62      0.53399    
    140.92      0.53497    
    141.22      0.53594    
    141.52      0.53691    
    141.82      0.53788    
    142.12      0.53884    
    142.42      0.53980    
    142.73      0.54076    
    143.03      0.54172    
    143.33      0.54267    
    143.63      0.54362    
    143.93      0.54456    
    144.23      0.54550    
    144.53      0.54644    
    144.83      0.54738    
    145.13      0.54831    
    145.43      0.54924    
    145.73      0.55017    
    146.03      0.55109    
    146.33      0.55202    
    146.63      0.55294    
    146.93      0.55385    
    147.23      0.55476    
    147.54      0.55567    
    147.84      0.55658    
    148.14      0.55748    
    148.44      0.55839    
    148.74      0.55928    
    149.04      0.56018    
    149.34      0.56107    
    149.64      0.56196    
    149.94      0.56285    
    150.24      0.56373    
    150.54      0.56461    
    150.84      0.56549    
    151.14      0.56637    
    151.44      0.56724    
    151.74      0.56811    
    152.04      0.56898    
    152.34      0.56984    
    152.65      0.57071    
    152.95      0.57156    
    153.25      0.57242    
    153.55      0.57328    
    153.85      0.57413    
    154.15      0.57497    
    154.45      0.57582    
    154.75      0.57666    
    155.05      0.57750    
    155.35      0.57834    
    155.65      0.57918    
    155.95      0.58001    
    156.25      0.58084    
    156.55      0.58167    
    156.85      0.58249    
    157.15      0.58332    
    157.45      0.58414    
    157.76      0.58495    
    158.06      0.58577    
    158.36      0.58658    
    158.66      0.58739    
    158.96      0.58820    
    159.26      0.58900    
    159.56      0.58981    
    159.86      0.59061    
    160.16      0.59140    
    160.46      0.59220    
    160.76      0.59299    
    161.06      0.59378    
    161.36      0.59457    
    161.66      0.59535    
    161.96      0.59614    
    162.26      0.59692    
    162.57      0.59769    
    162.87      0.59847    
    163.17      0.59924    
    163.47      0.60001    
    163.77      0.60078    
    164.07      0.60155    
    164.37      0.60231    
    164.67      0.60307    
    164.97      0.60383    
    165.27      0.60459    
    165.57      0.60534    
    165.87      0.60609    
    166.17      0.60684    
    166.47      0.60759    
    166.77      0.60834    
    167.07      0.60908    
    167.37      0.60982    
    167.68      0.61056    
    167.98      0.61130    
    168.28      0.61203    
    168.58      0.61276    
    168.88      0.61349    
    169.18      0.61422    
    169.48      0.61494    
    169.78      0.61567    
    170.08      0.61639    
    170.38      0.61711    
    170.68      0.61782    
    170.98      0.61854    
    171.28      0.61925    
    171.58      0.61996    
    171.88      0.62067    
    172.18      0.62137    
    172.48      0.62208    
    172.79      0.62278    
    173.09      0.62348    
    173.39      0.62417    
    173.69      0.62487    
    173.99      0.62559    
    174.29      0.62637    
    174.59      0.62716    
    174.89      0.62794    
    175.19      0.62872    
    175.49      0.62950    
    175.79      0.63027    
    176.09      0.63104    
    176.39      0.63181    
    176.69      0.63258    
    176.99      0.63340    
    177.29      0.63423    
    177.60      0.63506    
    177.90      0.63589    
    178.20      0.63671    
    178.50      0.63753    
    178.80      0.63834    
    179.10      0.63916    
    179.40      0.63997    
    179.70      0.64078    
    180.00      0.64158    
